age,experience,gender,role,sector,company,department,education,salary
33,9,Female,Project Manager,IT & Software,TechNova Systems,Development,BCA,2512555
59,22,Female,DevOps Engineer,IT & Software,TechNova Systems,Management,MSc,2864214
57,21,Male,System Administrator,IT & Software,TechNova Systems,Management,MCA,1957261
48,19,Male,HR Executive,IT & Software,TechNova Systems,Testing,MSc,497502
45,17,Female,Project Manager,IT & Software,TechNova Systems,Management,BCA,2827456
36,14,Male,HR Executive,IT & Software,TechNova Systems,Testing,MSc,611852
22,4,Male,Product Manager,IT & Software,TechNova Systems,Support,B.Tech,1786632
38,16,Male,Project Manager,IT & Software,TechNova Systems,Support,B.Tech,2660148
37,14,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,MCA,1135905
50,16,Male,Software Engineer,IT & Software,TechNova Systems,Support,B.Sc,1004989
59,21,Male,QA Engineer,IT & Software,TechNova Systems,Management,BCA,1400243
33,15,Female,Data Scientist,IT & Software,TechNova Systems,Finance,MSc,2576592
52,19,Female,Data Analyst,IT & Software,TechNova Systems,Support,PhD,467301
49,16,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,MBA,1677488
50,26,Female,Technical Lead,IT & Software,TechNova Systems,HR,M.Tech,1703484
38,19,Male,Technical Lead,IT & Software,TechNova Systems,Development,B.Sc,3000000
33,12,Female,Data Scientist,IT & Software,TechNova Systems,HR,MBA,2993785
41,13,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,PhD,1307067
50,22,Male,Technical Lead,IT & Software,TechNova Systems,Sales,B.Sc,3000000
41,14,Female,System Administrator,IT & Software,TechNova Systems,Testing,BCA,1426262
37,17,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,MCA,2335858
39,14,Female,DevOps Engineer,IT & Software,TechNova Systems,Management,B.Tech,2344610
35,17,Male,QA Engineer,IT & Software,TechNova Systems,Management,MCA,708412
29,10,Male,Software Engineer,IT & Software,TechNova Systems,Finance,PhD,798912
30,12,Female,Data Analyst,IT & Software,TechNova Systems,Management,M.Tech,560025
51,20,Female,System Administrator,IT & Software,TechNova Systems,Finance,MSc,1597843
43,21,Male,System Administrator,IT & Software,TechNova Systems,DevOps,MCA,1787541
50,18,Male,Data Analyst,IT & Software,TechNova Systems,HR,PhD,1155487
53,17,Male,Product Manager,IT & Software,TechNova Systems,Sales,B.Tech,1545485
29,4,Female,Technical Lead,IT & Software,TechNova Systems,Testing,B.Sc,820350
21,3,Male,Project Manager,IT & Software,TechNova Systems,Management,MBA,1724145
55,22,Male,Product Manager,IT & Software,TechNova Systems,Sales,PhD,2222339
31,8,Female,System Administrator,IT & Software,TechNova Systems,Sales,PhD,1328043
54,25,Male,System Administrator,IT & Software,TechNova Systems,Sales,BCA,961424
36,17,Male,Software Engineer,IT & Software,TechNova Systems,Development,M.Tech,767611
29,11,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,B.Sc,1872163
52,16,Female,Data Scientist,IT & Software,TechNova Systems,Support,PhD,3000000
35,17,Male,DevOps Engineer,IT & Software,TechNova Systems,Finance,PhD,1302044
32,13,Male,Product Manager,IT & Software,TechNova Systems,Development,MBA,1376330
53,25,Female,Data Analyst,IT & Software,TechNova Systems,Support,MSc,2145614
34,15,Male,Technical Lead,IT & Software,TechNova Systems,Development,B.Tech,2478748
28,10,Male,HR Executive,IT & Software,TechNova Systems,Sales,MCA,652404
28,10,Male,HR Executive,IT & Software,TechNova Systems,Management,BCA,509196
47,21,Female,Project Manager,IT & Software,TechNova Systems,Management,B.Sc,1884640
32,14,Female,System Administrator,IT & Software,TechNova Systems,Management,MBA,1810162
21,3,Male,System Administrator,IT & Software,TechNova Systems,Management,MBA,440624
31,11,Male,Data Scientist,IT & Software,TechNova Systems,Finance,MCA,1891428
59,18,Male,System Administrator,IT & Software,TechNova Systems,DevOps,B.Sc,1646526
51,18,Male,HR Executive,IT & Software,TechNova Systems,Management,B.Sc,924412
37,17,Female,Data Analyst,IT & Software,TechNova Systems,Testing,BCA,2037574
53,22,Male,Project Manager,IT & Software,TechNova Systems,Sales,B.Tech,806282
52,17,Male,Data Scientist,IT & Software,TechNova Systems,Development,B.Sc,2161579
49,23,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,BCA,2990088
41,23,Male,UI/UX Designer,IT & Software,TechNova Systems,Management,PhD,1931525
41,13,Female,HR Executive,IT & Software,TechNova Systems,Testing,MCA,1133943
43,16,Male,Senior Developer,IT & Software,TechNova Systems,Development,B.Sc,846281
26,8,Female,Software Engineer,IT & Software,TechNova Systems,Management,MSc,822278
42,16,Male,Data Scientist,IT & Software,TechNova Systems,Testing,MSc,3000000
58,24,Female,Data Scientist,IT & Software,TechNova Systems,Finance,B.Tech,1738383
57,20,Male,Product Manager,IT & Software,TechNova Systems,Finance,MBA,1885569
28,10,Female,Product Manager,IT & Software,TechNova Systems,Sales,PhD,1534065
55,22,Male,HR Executive,IT & Software,TechNova Systems,DevOps,B.Sc,1685002
31,13,Female,Project Manager,IT & Software,TechNova Systems,Sales,MCA,1484516
44,21,Male,Software Engineer,IT & Software,TechNova Systems,Support,B.Sc,738048
41,16,Female,Data Analyst,IT & Software,TechNova Systems,Testing,BCA,1068844
22,4,Female,Data Analyst,IT & Software,TechNova Systems,Development,M.Tech,1377153
39,17,Female,System Administrator,IT & Software,TechNova Systems,Finance,MSc,2314227
59,24,Female,Senior Developer,IT & Software,TechNova Systems,HR,B.Tech,1801780
48,18,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,MBA,1701527
37,16,Male,HR Executive,IT & Software,TechNova Systems,Sales,M.Tech,1179524
26,8,Female,Product Manager,IT & Software,TechNova Systems,Support,MCA,1375145
39,14,Male,Project Manager,IT & Software,TechNova Systems,Finance,B.Sc,2568977
58,17,Male,Software Engineer,IT & Software,TechNova Systems,Support,B.Tech,1162529
48,18,Male,Product Manager,IT & Software,TechNova Systems,Management,PhD,1925252
22,3,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,BCA,878656
58,21,Female,Project Manager,IT & Software,TechNova Systems,Support,BCA,3000000
57,24,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,B.Sc,2343972
24,5,Female,Data Analyst,IT & Software,TechNova Systems,Finance,MSc,1319145
42,16,Male,Project Manager,IT & Software,TechNova Systems,Finance,B.Sc,1986725
46,18,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,B.Sc,603951
56,21,Female,Data Analyst,IT & Software,TechNova Systems,Sales,PhD,1515552
33,11,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,B.Sc,1131574
52,21,Female,Data Analyst,IT & Software,TechNova Systems,HR,B.Tech,2063326
37,16,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,PhD,670175
56,22,Male,Data Analyst,IT & Software,TechNova Systems,HR,PhD,554828
39,14,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,MSc,867212
55,24,Male,Product Manager,IT & Software,TechNova Systems,Sales,M.Tech,1588998
48,15,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,MCA,2999211
21,3,Female,Data Analyst,IT & Software,TechNova Systems,Support,PhD,1352607
38,16,Female,Product Manager,IT & Software,TechNova Systems,DevOps,M.Tech,2220853
53,21,Female,Software Engineer,IT & Software,TechNova Systems,Sales,B.Tech,1262003
32,12,Female,Software Engineer,IT & Software,TechNova Systems,Sales,MCA,1130001
28,5,Female,Software Engineer,IT & Software,TechNova Systems,Finance,PhD,832160
44,21,Female,Data Scientist,IT & Software,TechNova Systems,HR,MBA,2082992
36,16,Male,HR Executive,IT & Software,TechNova Systems,Testing,M.Tech,1451148
24,6,Male,Product Manager,IT & Software,TechNova Systems,DevOps,B.Tech,855649
58,25,Male,HR Executive,IT & Software,TechNova Systems,Development,B.Tech,943013
47,19,Male,HR Executive,IT & Software,TechNova Systems,Testing,B.Tech,1105308
29,9,Female,Technical Lead,IT & Software,TechNova Systems,DevOps,BCA,664808
36,17,Male,Software Engineer,IT & Software,TechNova Systems,Management,MCA,562668
32,11,Female,System Administrator,IT & Software,TechNova Systems,DevOps,MSc,1490332
51,24,Male,HR Executive,IT & Software,TechNova Systems,Development,B.Sc,1866870
44,19,Male,QA Engineer,IT & Software,TechNova Systems,Finance,MBA,1225869
34,16,Female,QA Engineer,IT & Software,TechNova Systems,Management,MCA,1986684
45,19,Female,Product Manager,IT & Software,TechNova Systems,HR,MCA,3000000
54,23,Male,Project Manager,IT & Software,TechNova Systems,Development,MSc,1721928
23,5,Female,Data Scientist,IT & Software,TechNova Systems,Sales,MSc,2025314
44,15,Male,System Administrator,IT & Software,TechNova Systems,Management,PhD,1681306
29,11,Female,Data Analyst,IT & Software,TechNova Systems,Finance,BCA,1730817
46,21,Female,Product Manager,IT & Software,TechNova Systems,DevOps,M.Tech,3000000
40,18,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,MBA,444762
30,12,Female,Technical Lead,IT & Software,TechNova Systems,Development,B.Tech,1985695
39,9,Female,Data Scientist,IT & Software,TechNova Systems,Sales,MCA,2464674
23,5,Female,Senior Developer,IT & Software,TechNova Systems,Management,MBA,1289801
44,16,Female,Product Manager,IT & Software,TechNova Systems,Finance,M.Tech,1097726
25,6,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,B.Sc,1503818
23,5,Female,UI/UX Designer,IT & Software,TechNova Systems,Management,MBA,2006540
47,12,Female,DevOps Engineer,IT & Software,TechNova Systems,Development,BCA,2351868
36,16,Female,Data Analyst,IT & Software,TechNova Systems,Sales,BCA,1673305
35,17,Male,Software Engineer,IT & Software,TechNova Systems,HR,B.Tech,473725
55,21,Female,Data Scientist,IT & Software,TechNova Systems,Support,BCA,3000000
32,12,Female,Senior Developer,IT & Software,TechNova Systems,Finance,MCA,497329
46,21,Female,DevOps Engineer,IT & Software,TechNova Systems,Development,B.Sc,2012741
54,19,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,MSc,2267388
43,19,Male,Software Engineer,IT & Software,TechNova Systems,Sales,M.Tech,645219
51,17,Male,Product Manager,IT & Software,TechNova Systems,HR,B.Tech,3000000
40,12,Male,Senior Developer,IT & Software,TechNova Systems,Management,MSc,1016718
32,13,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,B.Sc,2243450
43,17,Female,HR Executive,IT & Software,TechNova Systems,Support,PhD,637596
24,4,Female,QA Engineer,IT & Software,TechNova Systems,HR,PhD,1322964
43,21,Female,DevOps Engineer,IT & Software,TechNova Systems,Development,M.Tech,2531202
21,3,Male,Technical Lead,IT & Software,TechNova Systems,DevOps,B.Tech,1239236
45,19,Male,Senior Developer,IT & Software,TechNova Systems,Sales,BCA,2456527
22,4,Female,Product Manager,IT & Software,TechNova Systems,Support,MCA,2276395
50,20,Female,Technical Lead,IT & Software,TechNova Systems,Sales,M.Tech,3000000
23,5,Female,Data Analyst,IT & Software,TechNova Systems,Testing,BCA,515980
41,13,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,B.Sc,1862834
45,22,Female,Project Manager,IT & Software,TechNova Systems,Sales,B.Tech,3000000
40,13,Male,DevOps Engineer,IT & Software,TechNova Systems,Support,PhD,2337346
42,15,Female,Data Scientist,IT & Software,TechNova Systems,HR,PhD,2016576
41,12,Other,Data Scientist,IT & Software,TechNova Systems,Finance,MBA,2010957
53,22,Female,Product Manager,IT & Software,TechNova Systems,Development,B.Tech,1001383
58,25,Male,Senior Developer,IT & Software,TechNova Systems,Support,B.Sc,765677
35,16,Female,HR Executive,IT & Software,TechNova Systems,Finance,B.Sc,440703
35,9,Male,HR Executive,IT & Software,TechNova Systems,Testing,MBA,1245087
45,19,Male,Product Manager,IT & Software,TechNova Systems,DevOps,BCA,2131161
41,17,Female,Data Analyst,IT & Software,TechNova Systems,Development,B.Sc,765320
44,19,Male,Data Scientist,IT & Software,TechNova Systems,Sales,BCA,3000000
25,7,Female,DevOps Engineer,IT & Software,TechNova Systems,Support,BCA,1286444
26,2,Male,QA Engineer,IT & Software,TechNova Systems,Management,B.Tech,374273
43,19,Female,HR Executive,IT & Software,TechNova Systems,Development,BCA,1799636
24,6,Female,Data Scientist,IT & Software,TechNova Systems,Support,PhD,1319096
47,19,Male,Product Manager,IT & Software,TechNova Systems,DevOps,M.Tech,2207279
38,14,Female,Project Manager,IT & Software,TechNova Systems,DevOps,PhD,730107
41,17,Female,DevOps Engineer,IT & Software,TechNova Systems,Development,BCA,882423
48,21,Female,QA Engineer,IT & Software,TechNova Systems,Testing,MSc,2213645
55,16,Female,Project Manager,IT & Software,TechNova Systems,HR,PhD,766508
42,20,Other,Data Scientist,IT & Software,TechNova Systems,Development,B.Tech,1065431
43,16,Male,UI/UX Designer,IT & Software,TechNova Systems,Support,BCA,2319622
23,5,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,MSc,828392
30,10,Male,System Administrator,IT & Software,TechNova Systems,HR,B.Sc,2087825
45,15,Female,System Administrator,IT & Software,TechNova Systems,Finance,MBA,866017
28,10,Female,Product Manager,IT & Software,TechNova Systems,Management,MBA,2252036
31,13,Female,Data Analyst,IT & Software,TechNova Systems,Testing,MCA,487392
25,7,Female,Product Manager,IT & Software,TechNova Systems,DevOps,MBA,3000000
57,24,Female,Data Analyst,IT & Software,TechNova Systems,Sales,MBA,2126680
58,22,Male,Product Manager,IT & Software,TechNova Systems,DevOps,B.Sc,1770525
49,19,Male,QA Engineer,IT & Software,TechNova Systems,Support,M.Tech,2079377
25,7,Female,Project Manager,IT & Software,TechNova Systems,Support,M.Tech,2657998
29,11,Male,Data Scientist,IT & Software,TechNova Systems,Support,B.Sc,928755
22,4,Female,UI/UX Designer,IT & Software,TechNova Systems,Development,MBA,699986
21,3,Male,Data Scientist,IT & Software,TechNova Systems,Management,B.Tech,2187809
50,24,Male,Senior Developer,IT & Software,TechNova Systems,Management,PhD,2682801
31,13,Female,Technical Lead,IT & Software,TechNova Systems,HR,BCA,1795864
48,17,Male,Data Analyst,IT & Software,TechNova Systems,Development,PhD,1310384
32,14,Female,Technical Lead,IT & Software,TechNova Systems,Support,MSc,2964953
59,24,Male,Technical Lead,IT & Software,TechNova Systems,Management,M.Tech,1531084
46,18,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,MSc,2148973
33,15,Female,Technical Lead,IT & Software,TechNova Systems,Support,B.Sc,1115409
28,9,Female,Technical Lead,IT & Software,TechNova Systems,Support,MSc,1903680
48,17,Female,Senior Developer,IT & Software,TechNova Systems,Support,B.Tech,2444504
50,20,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,MBA,733380
29,11,Male,HR Executive,IT & Software,TechNova Systems,Sales,B.Sc,764758
59,26,Male,Technical Lead,IT & Software,TechNova Systems,Finance,MSc,2802450
51,19,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,M.Tech,1339950
41,13,Female,Senior Developer,IT & Software,TechNova Systems,Finance,BCA,1549349
54,29,Male,DevOps Engineer,IT & Software,TechNova Systems,HR,B.Tech,2356874
51,17,Female,Technical Lead,IT & Software,TechNova Systems,Management,B.Tech,2466541
45,18,Male,HR Executive,IT & Software,TechNova Systems,Finance,M.Tech,435088
32,14,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,B.Tech,591196
21,3,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,PhD,1916712
42,15,Male,Data Analyst,IT & Software,TechNova Systems,Support,BCA,465941
57,17,Male,Software Engineer,IT & Software,TechNova Systems,DevOps,M.Tech,623054
21,3,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,PhD,700717
21,3,Female,Project Manager,IT & Software,TechNova Systems,Development,B.Sc,1451974
41,18,Male,DevOps Engineer,IT & Software,TechNova Systems,Testing,MCA,2468417
35,16,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,BCA,1701825
37,16,Female,UI/UX Designer,IT & Software,TechNova Systems,Sales,MBA,790633
42,20,Male,System Administrator,IT & Software,TechNova Systems,Finance,B.Sc,1396201
58,20,Female,Data Scientist,IT & Software,TechNova Systems,Finance,PhD,1175892
55,18,Male,Product Manager,IT & Software,TechNova Systems,Testing,MBA,3000000
36,15,Male,Project Manager,IT & Software,TechNova Systems,DevOps,MBA,1322739
28,8,Male,Senior Developer,IT & Software,TechNova Systems,Development,PhD,1209844
37,11,Female,Senior Developer,IT & Software,TechNova Systems,Sales,PhD,834243
37,18,Male,Data Scientist,IT & Software,TechNova Systems,Management,BCA,1345647
46,19,Male,QA Engineer,IT & Software,TechNova Systems,Finance,M.Tech,578977
33,13,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,MCA,484069
37,14,Male,Product Manager,IT & Software,TechNova Systems,Sales,BCA,1159568
58,22,Female,Data Scientist,IT & Software,TechNova Systems,Development,PhD,2520781
37,18,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,MBA,2127763
34,9,Female,Data Analyst,IT & Software,TechNova Systems,HR,MBA,1675254
26,5,Female,DevOps Engineer,IT & Software,TechNova Systems,Development,B.Sc,1668312
55,19,Female,HR Executive,IT & Software,TechNova Systems,Sales,MCA,1529991
34,14,Male,System Administrator,IT & Software,TechNova Systems,Sales,MCA,603270
28,10,Male,DevOps Engineer,IT & Software,TechNova Systems,Testing,MSc,2253672
35,16,Male,Data Scientist,IT & Software,TechNova Systems,DevOps,MSc,921006
47,20,Female,Senior Developer,IT & Software,TechNova Systems,DevOps,MBA,682751
33,12,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,MCA,1447125
51,16,Female,Product Manager,IT & Software,TechNova Systems,Sales,B.Sc,1794621
55,23,Male,Senior Developer,IT & Software,TechNova Systems,DevOps,M.Tech,1374946
26,8,Male,Product Manager,IT & Software,TechNova Systems,DevOps,MBA,2549152
25,7,Male,QA Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1033509
42,15,Male,DevOps Engineer,IT & Software,TechNova Systems,Management,MBA,660244
43,16,Female,Project Manager,IT & Software,TechNova Systems,Testing,MBA,1282618
45,19,Male,Data Analyst,IT & Software,TechNova Systems,Sales,M.Tech,652108
54,21,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,PhD,1029567
46,21,Female,Data Analyst,IT & Software,TechNova Systems,Development,MSc,1525936
25,7,Female,Technical Lead,IT & Software,TechNova Systems,Sales,PhD,1737450
46,17,Male,DevOps Engineer,IT & Software,TechNova Systems,Development,B.Tech,896632
40,16,Female,Software Engineer,IT & Software,TechNova Systems,Development,MSc,1465941
26,8,Male,Software Engineer,IT & Software,TechNova Systems,Sales,B.Tech,785590
26,8,Female,Data Analyst,IT & Software,TechNova Systems,Development,B.Tech,1283247
38,17,Male,Technical Lead,IT & Software,TechNova Systems,Management,MSc,1591330
24,6,Male,Data Analyst,IT & Software,TechNova Systems,HR,PhD,1648352
37,12,Female,Data Scientist,IT & Software,TechNova Systems,Testing,BCA,2984887
34,15,Female,Software Engineer,IT & Software,TechNova Systems,Sales,M.Tech,447493
34,14,Male,Senior Developer,IT & Software,TechNova Systems,Support,MCA,873554
33,14,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,B.Tech,1654702
27,9,Female,Data Analyst,IT & Software,TechNova Systems,DevOps,MSc,1598807
35,15,Male,Product Manager,IT & Software,TechNova Systems,Development,MCA,1502677
39,15,Male,Data Analyst,IT & Software,TechNova Systems,Development,B.Sc,1898164
55,23,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,MSc,618013
37,17,Female,System Administrator,IT & Software,TechNova Systems,HR,M.Tech,1626355
55,26,Female,HR Executive,IT & Software,TechNova Systems,HR,MCA,504361
39,14,Female,HR Executive,IT & Software,TechNova Systems,Sales,PhD,1231197
40,15,Male,QA Engineer,IT & Software,TechNova Systems,DevOps,BCA,1166356
56,18,Other,Product Manager,IT & Software,TechNova Systems,Development,PhD,1420876
55,27,Male,Technical Lead,IT & Software,TechNova Systems,Support,B.Tech,1539053
52,14,Male,Software Engineer,IT & Software,TechNova Systems,Finance,BCA,954886
44,22,Female,Software Engineer,IT & Software,TechNova Systems,DevOps,B.Tech,986903
37,15,Male,HR Executive,IT & Software,TechNova Systems,Support,BCA,959401
27,9,Female,Data Analyst,IT & Software,TechNova Systems,Sales,MCA,469911
21,3,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,PhD,1616658
55,22,Male,Data Analyst,IT & Software,TechNova Systems,Sales,MCA,710363
52,22,Female,Software Engineer,IT & Software,TechNova Systems,Testing,B.Sc,472639
56,17,Male,Technical Lead,IT & Software,TechNova Systems,Testing,MSc,3000000
33,11,Male,Product Manager,IT & Software,TechNova Systems,DevOps,M.Tech,2939573
26,7,Male,UI/UX Designer,IT & Software,TechNova Systems,Sales,PhD,1887360
34,14,Male,Project Manager,IT & Software,TechNova Systems,Management,MBA,1543916
57,22,Male,Data Scientist,IT & Software,TechNova Systems,Finance,PhD,3000000
35,15,Female,System Administrator,IT & Software,TechNova Systems,HR,B.Sc,2063857
24,6,Male,Software Engineer,IT & Software,TechNova Systems,HR,PhD,1337446
36,17,Female,QA Engineer,IT & Software,TechNova Systems,Development,B.Sc,1430980
48,16,Male,Project Manager,IT & Software,TechNova Systems,HR,PhD,763064
36,14,Male,Software Engineer,IT & Software,TechNova Systems,Support,B.Sc,1541578
24,6,Male,System Administrator,IT & Software,TechNova Systems,HR,BCA,1194193
46,21,Male,HR Executive,IT & Software,TechNova Systems,Finance,B.Tech,1306879
48,14,Male,Software Engineer,IT & Software,TechNova Systems,HR,MCA,1481534
52,17,Male,Project Manager,IT & Software,TechNova Systems,Support,MSc,1886529
22,4,Male,Data Scientist,IT & Software,TechNova Systems,Finance,PhD,1059790
51,19,Male,Data Analyst,IT & Software,TechNova Systems,Testing,M.Tech,1627444
23,5,Female,DevOps Engineer,IT & Software,TechNova Systems,Finance,B.Tech,1470159
28,10,Female,HR Executive,IT & Software,TechNova Systems,Testing,B.Sc,787690
44,18,Male,Product Manager,IT & Software,TechNova Systems,Finance,M.Tech,1165315
35,15,Female,Project Manager,IT & Software,TechNova Systems,Sales,B.Tech,2060492
51,22,Female,UI/UX Designer,IT & Software,TechNova Systems,Support,MSc,2669834
29,11,Male,QA Engineer,IT & Software,TechNova Systems,Management,MBA,1415100
59,14,Female,QA Engineer,IT & Software,TechNova Systems,DevOps,PhD,1627021
22,4,Female,Senior Developer,IT & Software,TechNova Systems,Testing,PhD,1569767
28,8,Male,DevOps Engineer,IT & Software,TechNova Systems,Testing,B.Sc,2214299
27,9,Female,Software Engineer,IT & Software,TechNova Systems,HR,B.Tech,1133125
59,22,Female,Senior Developer,IT & Software,TechNova Systems,Testing,MSc,2549929
36,14,Male,QA Engineer,IT & Software,TechNova Systems,Finance,B.Tech,627665
55,24,Male,Product Manager,IT & Software,TechNova Systems,Sales,B.Sc,991980
50,18,Female,Software Engineer,IT & Software,TechNova Systems,Sales,MBA,941914
30,12,Female,Senior Developer,IT & Software,TechNova Systems,HR,PhD,580624
58,27,Male,Product Manager,IT & Software,TechNova Systems,Finance,MCA,1964297
38,17,Male,Software Engineer,IT & Software,TechNova Systems,Finance,MBA,1611385
25,5,Female,Data Scientist,IT & Software,TechNova Systems,Development,B.Sc,1989570
49,18,Male,DevOps Engineer,IT & Software,TechNova Systems,DevOps,MCA,802107
59,24,Female,HR Executive,IT & Software,TechNova Systems,Testing,B.Tech,1591518
54,23,Male,HR Executive,IT & Software,TechNova Systems,HR,BCA,1943340
43,16,Male,HR Executive,IT & Software,TechNova Systems,Sales,MSc,1438201
25,7,Male,QA Engineer,IT & Software,TechNova Systems,Support,BCA,767959
50,20,Male,Data Scientist,IT & Software,TechNova Systems,Management,MSc,3000000
26,7,Male,System Administrator,IT & Software,TechNova Systems,Development,MBA,1035963
24,6,Female,DevOps Engineer,IT & Software,TechNova Systems,DevOps,BCA,624976
49,25,Female,Project Manager,IT & Software,TechNova Systems,Finance,MBA,1256862
43,18,Male,Technical Lead,IT & Software,TechNova Systems,Testing,BCA,2963832
26,8,Female,System Administrator,IT & Software,TechNova Systems,Sales,MSc,994333
52,23,Male,Project Manager,IT & Software,TechNova Systems,Support,PhD,1254591
38,17,Male,HR Executive,IT & Software,TechNova Systems,Development,BCA,1454075
35,13,Male,Project Manager,IT & Software,TechNova Systems,Finance,MSc,752523
52,20,Male,Software Engineer,IT & Software,TechNova Systems,Sales,PhD,1743922
29,9,Female,Software Engineer,IT & Software,TechNova Systems,Sales,MCA,1077033
57,23,Female,Project Manager,IT & Software,TechNova Systems,Finance,B.Tech,808913
30,12,Male,Data Analyst,IT & Software,TechNova Systems,Finance,MBA,1234764
40,13,Female,Senior Developer,IT & Software,TechNova Systems,HR,MCA,828411
26,7,Male,Technical Lead,IT & Software,TechNova Systems,Sales,MBA,2479669
23,5,Male,UI/UX Designer,IT & Software,TechNova Systems,Finance,BCA,1167642
31,13,Male,QA Engineer,IT & Software,TechNova Systems,Management,PhD,593995
37,14,Female,Product Manager,IT & Software,TechNova Systems,DevOps,B.Tech,1401447
52,20,Male,Project Manager,IT & Software,TechNova Systems,Support,BCA,871509
24,6,Female,DevOps Engineer,IT & Software,TechNova Systems,Support,B.Tech,969113
24,6,Male,Data Analyst,IT & Software,TechNova Systems,Management,M.Tech,1217729
37,11,Male,Data Scientist,IT & Software,TechNova Systems,Support,MCA,1068542
39,16,Other,Data Analyst,IT & Software,TechNova Systems,Development,PhD,703794
25,4,Male,Technical Lead,IT & Software,TechNova Systems,Support,PhD,1960771
52,20,Female,UI/UX Designer,IT & Software,TechNova Systems,Testing,PhD,1207905
42,24,Female,DevOps Engineer,IT & Software,TechNova Systems,Support,BCA,1711982
26,6,Female,Data Analyst,IT & Software,TechNova Systems,Management,B.Sc,664663
55,20,Male,QA Engineer,IT & Software,TechNova Systems,HR,MBA,676583
42,10,Male,Senior Developer,IT & Software,TechNova Systems,Finance,B.Tech,591665
21,3,Female,DevOps Engineer,IT & Software,TechNova Systems,Testing,MBA,1662108
40,21,Female,UI/UX Designer,IT & Software,TechNova Systems,HR,MBA,688384
42,18,Female,Software Engineer,IT & Software,TechNova Systems,Sales,B.Sc,1021371
31,10,Male,QA Engineer,IT & Software,TechNova Systems,Testing,B.Tech,1356489
33,15,Male,Product Manager,IT & Software,TechNova Systems,Management,M.Tech,2178791
23,3,Female,HR Executive,IT & Software,TechNova Systems,HR,PhD,323107
29,11,Male,Product Manager,IT & Software,TechNova Systems,Finance,MCA,1852360
32,12,Male,Data Scientist,IT & Software,TechNova Systems,Finance,MBA,1673031
43,16,Male,Technical Lead,IT & Software,TechNova Systems,Support,B.Sc,1361046
34,16,Male,Technical Lead,IT & Software,TechNova Systems,HR,B.Sc,1242408
53,17,Female,Project Manager,IT & Software,TechNova Systems,Sales,MCA,3000000
38,16,Female,Technical Lead,IT & Software,TechNova Systems,Support,MCA,1562642
29,11,Male,Technical Lead,IT & Software,TechNova Systems,Management,BCA,1402739
43,14,Male,Senior Developer,IT & Software,TechNova Systems,HR,MSc,976254
30,12,Female,Data Scientist,IT & Software,TechNova Systems,Development,B.Tech,2838967
39,15,Male,UI/UX Designer,IT & Software,TechNova Systems,HR,MBA,1894169
25,7,Female,Senior Developer,IT & Software,TechNova Systems,HR,MBA,1604310
43,14,Female,Software Engineer,IT & Software,TechNova Systems,Management,MCA,1127200
50,19,Female,DevOps Engineer,IT & Software,TechNova Systems,Finance,MSc,706461
45,25,Female,Data Analyst,IT & Software,TechNova Systems,Support,PhD,625485
48,18,Male,Data Scientist,IT & Software,TechNova Systems,Sales,BCA,1120111
54,23,Female,Data Analyst,IT & Software,TechNova Systems,Support,M.Tech,1178375
45,20,Male,HR Executive,IT & Software,TechNova Systems,HR,MBA,743483
30,11,Male,UI/UX Designer,IT & Software,TechNova Systems,Testing,B.Sc,2274281
34,12,Male,Senior Developer,IT & Software,TechNova Systems,Finance,PhD,1674420
