experience,education,department,gender,role,company,salary,sector,age
23,MBA,R&D,Male,HR Manager,pvt_company,120014,private,46
21,MBA,Operations,Female,Software Developer,pvt_company,116664,private,46
17,M.Sc,Marketing,Female,Product Manager,startup,205787,startup,41
2,B.Tech,Support,Female,Data Analyst,pvt_company,71372,private,22
23,MBA,Finance,Female,System Engineer,pvt_company,107820,private,46
17,MBA,Finance,Male,Business Analyst,pvt_company,107334,private,41
21,B.Tech,R&D,Female,Business Analyst,mnc,91531,private,45
34,M.Tech,Support,Female,Product Manager,mnc,147426,private,56
21,M.Tech,HR,Male,DevOps Engineer,startup,77934,startup,43
10,Unknown,R&D,Male,QA Tester,startup,94042,startup,37
14,B.Tech,Operations,Female,Project Manager,pvt_company,144535,private,40
33,B.Tech,IT,Male,Software Developer,govt_company,104206,government,57
26,MBA,Finance,Male,Data Analyst,pvt_company,139654,private,49
16,B.Tech,Marketing,Female,Business Analyst,consultancy,89412,private,43
4,M.Tech,IT,Female,DevOps Engineer,pvt_company,77585,private,29
30,B.Tech,IT,Female,Software Developer,pvt_company,138144,private,57
13,Unknown,R&D,Female,Data Analyst,pvt_company,122677,private,33
4,B.Sc,HR,Male,Product Manager,govt_company,73472,government,31
25,M.Tech,IT,Male,System Engineer,pvt_company,93579,private,46
19,B.Tech,HR,Female,Business Analyst,govt_company,76825,government,42
10,B.Tech,IT,Male,UI/UX Designer,consultancy,64021,private,35
15,MBA,HR,Male,Software Developer,govt_company,77018,government,36
28,B.Sc,Operations,Female,QA Tester,mnc,183288,private,55
2,B.Sc,Sales,Female,System Engineer,pvt_company,74421,private,25
30,B.Sc,Sales,Female,HR Manager,startup,313328,startup,54
2,B.Tech,Support,Other,System Engineer,mnc,73389,private,23
19,B.Tech,Finance,Male,Database Admin,startup,41728,startup,44
11,B.Tech,Operations,Female,Project Manager,govt_company,94428,government,36
27,MBA,Sales,Female,Data Analyst,mnc,145916,private,48
11,M.Tech,R&D,Male,UI/UX Designer,mnc,93827,private,39
20,M.Tech,Support,Male,UI/UX Designer,mnc,121469,private,41
0,B.Tech,R&D,Female,ML Engineer,startup,30172,startup,23
11,B.Sc,Operations,Female,Database Admin,startup,92931,startup,33
21,B.Tech,R&D,Female,QA Tester,pvt_company,91040,private,49
10,M.Tech,Sales,Female,Software Developer,govt_company,61316,government,34
19,M.Sc,Operations,Female,Product Manager,startup,115473,startup,41
8,M.Sc,Finance,Male,Database Admin,govt_company,71942,government,32
0,B.Tech,IT,Male,Product Manager,mnc,99380,private,23
24,MBA,Finance,Female,ML Engineer,pvt_company,146551,private,48
13,Unknown,Marketing,Female,Database Admin,pvt_company,111543,private,37
4,M.Tech,IT,Male,HR Manager,pvt_company,101027,private,28
13,B.Tech,Finance,Male,Business Analyst,consultancy,75532,private,41
19,B.Tech,IT,Other,System Engineer,mnc,102317,private,45
0,M.Sc,Operations,Female,Network Engineer,pvt_company,66905,private,21
20,MBA,HR,Male,Network Engineer,pvt_company,101346,private,44
27,B.Tech,Operations,Male,Software Developer,mnc,154956,private,52
12,B.Sc,IT,Male,UI/UX Designer,startup,98488,startup,33
3,B.Tech,IT,Male,Network Engineer,consultancy,69281,private,28
23,B.Sc,HR,Male,DevOps Engineer,startup,102183,startup,47
6,B.Sc,HR,Male,Database Admin,consultancy,92499,private,31
0,B.Tech,Marketing,Female,QA Tester,startup,21283,startup,22
26,B.Tech,HR,Female,DevOps Engineer,pvt_company,161816,private,50
30,B.Sc,Sales,Male,Network Engineer,startup,47515,startup,57
0,M.Tech,Sales,Male,Business Analyst,mnc,56110,private,25
16,M.Sc,Sales,Other,HR Manager,startup,44140,startup,39
0,M.Sc,Marketing,Male,Database Admin,pvt_company,81045,private,22
4,M.Sc,HR,Female,QA Tester,govt_company,42292,government,31
10,B.Tech,Sales,Male,Database Admin,startup,135137,startup,35
36,B.Tech,R&D,Other,Data Analyst,pvt_company,147646,private,59
10,B.Tech,Marketing,Other,ML Engineer,mnc,88965,private,35
20,MBA,R&D,Male,ML Engineer,mnc,127638,private,48
7,B.Tech,R&D,Female,Data Analyst,govt_company,64719,government,29
33,B.Tech,Operations,Female,System Engineer,consultancy,109671,private,58
17,MBA,Marketing,Male,HR Manager,govt_company,87901,government,39
11,MBA,R&D,Female,Database Admin,pvt_company,83129,private,39
27,M.Sc,IT,Male,QA Tester,startup,70987,startup,49
2,M.Sc,Support,Male,Database Admin,startup,121277,startup,30
13,B.Tech,Finance,Female,Data Analyst,pvt_company,107582,private,37
34,MBA,R&D,Female,Project Manager,mnc,177021,private,58
27,Diploma,Support,Male,Project Manager,startup,96112,startup,53
0,M.Sc,Marketing,Female,Business Analyst,consultancy,43980,private,23
14,B.Tech,HR,Other,Product Manager,pvt_company,112484,private,35
2,M.Sc,R&D,Male,Network Engineer,mnc,82382,private,24
25,MBA,HR,Male,Data Analyst,govt_company,115169,government,48
30,MBA,Finance,Female,Product Manager,consultancy,117446,private,54
33,M.Tech,Sales,Female,DevOps Engineer,startup,147901,startup,54
1,MBA,R&D,Female,System Engineer,mnc,72360,private,25
36,B.Tech,Operations,Male,Business Analyst,mnc,153199,private,58
24,B.Tech,R&D,Male,UI/UX Designer,pvt_company,106497,private,49
16,MBA,IT,Male,Software Developer,govt_company,75559,government,39
12,B.Tech,Sales,Male,HR Manager,startup,86930,startup,38
32,B.Tech,R&D,Female,Business Analyst,pvt_company,136918,private,58
35,M.Tech,HR,Male,Software Developer,mnc,191086,private,59
24,B.Tech,Operations,Female,Data Analyst,pvt_company,138875,private,45
16,B.Tech,IT,Other,Network Engineer,pvt_company,92937,private,43
25,B.Tech,Marketing,Female,System Engineer,startup,132279,startup,51
18,B.Tech,HR,Male,QA Tester,pvt_company,81846,private,39
16,Diploma,HR,Female,Product Manager,pvt_company,118529,private,42
32,MBA,Sales,Female,Network Engineer,pvt_company,169672,private,56
24,B.Sc,IT,Male,HR Manager,startup,103833,startup,50
14,M.Sc,Operations,Male,System Engineer,pvt_company,79685,private,41
13,M.Sc,Support,Female,DevOps Engineer,mnc,125772,private,37
20,B.Tech,Marketing,Other,Data Analyst,consultancy,116571,private,42
27,B.Tech,HR,Other,QA Tester,startup,83343,startup,51
24,B.Tech,HR,Female,Database Admin,govt_company,106000,government,49
26,B.Tech,Finance,Female,Project Manager,pvt_company,147964,private,48
0,B.Tech,HR,Female,HR Manager,consultancy,111775,private,23
21,B.Tech,HR,Other,Product Manager,startup,197549,startup,45
24,M.Sc,Operations,Male,Project Manager,pvt_company,116778,private,46
13,MBA,Finance,Male,Network Engineer,govt_company,69810,government,38
4,B.Sc,Sales,Female,Database Admin,mnc,83659,private,26
12,M.Sc,Operations,Male,Project Manager,mnc,127170,private,36
1,B.Sc,Marketing,Male,Product Manager,pvt_company,99576,private,25
17,B.Tech,IT,Male,Software Developer,govt_company,90178,government,41
15,B.Tech,R&D,Male,DevOps Engineer,pvt_company,94726,private,37
0,B.Sc,Marketing,Male,Project Manager,consultancy,77543,private,21
23,B.Tech,R&D,Male,DevOps Engineer,startup,59971,startup,49
10,B.Tech,Sales,Male,Network Engineer,startup,86878,startup,36
30,M.Tech,Operations,Male,UI/UX Designer,mnc,167079,private,54
16,M.Tech,Marketing,Male,Project Manager,mnc,113434,private,43
14,B.Tech,Marketing,Female,ML Engineer,mnc,132004,private,41
16,MBA,HR,Female,DevOps Engineer,govt_company,84788,government,38
21,M.Tech,Sales,Male,DevOps Engineer,mnc,144291,private,47
32,B.Tech,R&D,Female,Business Analyst,pvt_company,89483,private,54
14,B.Tech,Support,Female,HR Manager,mnc,143411,private,36
34,M.Sc,R&D,Female,Project Manager,mnc,215690,private,54
33,MBA,Finance,Female,Project Manager,startup,39138,startup,57
25,MBA,R&D,Male,Project Manager,pvt_company,142165,private,49
11,M.Tech,Marketing,Male,Network Engineer,govt_company,79893,government,33
12,M.Sc,Sales,Female,Software Developer,mnc,70054,private,40
24,B.Tech,R&D,Male,Data Analyst,govt_company,112671,government,47
28,B.Tech,Sales,Male,Software Developer,startup,132331,startup,49
6,MBA,Marketing,Male,Product Manager,pvt_company,117761,private,32
20,M.Tech,IT,Male,DevOps Engineer,pvt_company,145842,private,41
22,M.Sc,Marketing,Female,QA Tester,pvt_company,82838,private,46
3,M.Sc,Sales,Female,Software Developer,govt_company,54299,government,29
32,B.Sc,Finance,Female,Data Analyst,mnc,166201,private,58
6,Diploma,HR,Female,System Engineer,pvt_company,84448,private,29
0,B.Tech,HR,Female,ML Engineer,mnc,86927,private,22
4,B.Tech,Operations,Male,Project Manager,mnc,93063,private,30
22,MBA,R&D,Female,System Engineer,consultancy,112742,private,43
15,MBA,Marketing,Male,UI/UX Designer,pvt_company,104698,private,38
13,B.Tech,Finance,Female,System Engineer,consultancy,104462,private,38
16,M.Tech,Finance,Male,ML Engineer,pvt_company,111705,private,43
8,B.Tech,Finance,Other,Network Engineer,mnc,88557,private,32
0,B.Tech,IT,Male,UI/UX Designer,mnc,51396,private,26
2,B.Tech,Marketing,Female,Data Analyst,startup,73210,startup,25
3,B.Sc,IT,Female,HR Manager,mnc,82205,private,26
5,M.Tech,Finance,Male,ML Engineer,startup,59645,startup,25
9,M.Sc,Operations,Female,Data Analyst,govt_company,85528,government,34
17,M.Sc,Finance,Male,Project Manager,pvt_company,132328,private,39
31,B.Tech,Finance,Male,DevOps Engineer,pvt_company,144706,private,52
17,B.Sc,IT,Male,System Engineer,mnc,102591,private,42
24,M.Sc,HR,Female,Product Manager,mnc,159955,private,50
1,M.Tech,HR,Female,Project Manager,pvt_company,77826,private,22
29,B.Tech,IT,Other,Product Manager,mnc,131219,private,51
9,B.Tech,Finance,Female,Product Manager,startup,133405,startup,33
1,B.Tech,R&D,Male,Product Manager,pvt_company,106515,private,22
7,MBA,HR,Male,Product Manager,pvt_company,119697,private,29
13,B.Sc,Support,Male,Data Analyst,pvt_company,128190,private,40
25,PhD,R&D,Male,QA Tester,mnc,170236,private,48
0,MBA,Support,Male,Network Engineer,govt_company,50728,government,21
0,B.Tech,Support,Male,Database Admin,govt_company,63851,government,22
13,B.Tech,Operations,Female,UI/UX Designer,mnc,88947,private,37
3,B.Sc,HR,Male,ML Engineer,mnc,68417,private,27
35,B.Tech,HR,Male,HR Manager,mnc,243992,private,59
35,MBA,Sales,Female,HR Manager,pvt_company,192638,private,55
28,B.Tech,IT,Male,DevOps Engineer,consultancy,121345,private,52
0,Diploma,Marketing,Male,HR Manager,mnc,109207,private,22
20,M.Sc,Finance,Female,DevOps Engineer,mnc,138197,private,43
23,B.Tech,Marketing,Male,ML Engineer,startup,67288,startup,50
0,B.Tech,IT,Male,ML Engineer,pvt_company,72246,private,24
19,M.Tech,Sales,Female,ML Engineer,pvt_company,108564,private,44
7,B.Sc,Operations,Male,Software Developer,startup,66932,startup,31
31,M.Sc,Finance,Female,Business Analyst,pvt_company,138495,private,55
31,B.Tech,IT,Male,HR Manager,startup,241543,startup,56
6,M.Sc,IT,Male,Business Analyst,pvt_company,62766,private,30
12,MBA,R&D,Male,QA Tester,pvt_company,99396,private,38
33,B.Tech,Finance,Male,Product Manager,mnc,193110,private,54
17,M.Sc,R&D,Male,QA Tester,startup,28009,startup,42
27,B.Tech,IT,Female,Database Admin,pvt_company,128469,private,50
24,MBA,IT,Male,ML Engineer,startup,155216,startup,48
1,B.Sc,Finance,Female,Project Manager,startup,131430,startup,22
19,B.Sc,Finance,Female,Database Admin,startup,164966,startup,46
0,B.Tech,Finance,Male,Network Engineer,startup,28360,startup,23
28,M.Sc,Finance,Female,DevOps Engineer,mnc,170013,private,51
2,M.Sc,Marketing,Female,Database Admin,govt_company,61595,government,30
14,B.Tech,Marketing,Male,Project Manager,startup,154018,startup,38
17,M.Sc,Finance,Male,System Engineer,govt_company,84915,government,41
21,M.Tech,R&D,Female,Project Manager,mnc,188073,private,44
14,M.Tech,IT,Male,UI/UX Designer,consultancy,74360,private,41
8,B.Tech,IT,Female,Business Analyst,startup,78389,startup,31
15,MBA,Finance,Female,Network Engineer,mnc,99050,private,41
20,B.Tech,Sales,Female,System Engineer,consultancy,79232,private,44
32,B.Tech,Operations,Female,System Engineer,pvt_company,168850,private,57
0,Diploma,R&D,Male,Network Engineer,pvt_company,74318,private,21
13,M.Tech,Finance,Male,HR Manager,pvt_company,116240,private,40
16,M.Tech,R&D,Female,Product Manager,mnc,131835,private,39
14,B.Tech,Finance,Female,UI/UX Designer,mnc,107952,private,38
7,B.Tech,Support,Male,Business Analyst,startup,16029,startup,30
38,MBA,Operations,Male,UI/UX Designer,pvt_company,107197,private,58
0,B.Sc,R&D,Female,Data Analyst,pvt_company,94810,private,21
20,MBA,HR,Female,HR Manager,govt_company,95395,government,46
16,M.Sc,Operations,Female,Network Engineer,pvt_company,118635,private,40
0,Unknown,Support,Male,QA Tester,startup,39339,startup,22
10,B.Tech,Support,Male,ML Engineer,pvt_company,82180,private,36
12,B.Tech,Marketing,Male,HR Manager,startup,57415,startup,34
9,B.Sc,IT,Female,Database Admin,consultancy,111140,private,34
5,B.Tech,Marketing,Female,Project Manager,mnc,133239,private,26
4,M.Tech,Finance,Male,Network Engineer,startup,51477,startup,29
31,B.Sc,Marketing,Female,ML Engineer,startup,115062,startup,55
30,B.Tech,Operations,Female,UI/UX Designer,consultancy,103455,private,55
12,B.Sc,Finance,Male,HR Manager,pvt_company,99470,private,34
6,B.Sc,Support,Female,Database Admin,govt_company,69856,government,30
4,MBA,Support,Female,Software Developer,pvt_company,89441,private,29
12,B.Tech,IT,Male,Business Analyst,consultancy,69314,private,35
10,PhD,R&D,Female,Data Analyst,govt_company,73004,government,34
25,B.Tech,Finance,Female,HR Manager,consultancy,150104,private,48
0,B.Tech,Sales,Male,Database Admin,mnc,94927,private,22
31,B.Tech,HR,Female,Database Admin,pvt_company,120638,private,53
34,B.Sc,Operations,Male,Business Analyst,govt_company,122552,government,59
16,B.Sc,Marketing,Female,Business Analyst,govt_company,64094,government,43
35,M.Tech,R&D,Female,Product Manager,startup,76652,startup,57
13,B.Tech,HR,Male,UI/UX Designer,pvt_company,81083,private,36
25,M.Sc,Support,Male,HR Manager,mnc,179207,private,46
31,M.Sc,HR,Female,Database Admin,pvt_company,125633,private,57
0,M.Sc,Operations,Female,Network Engineer,consultancy,71912,private,23
24,Diploma,Finance,Male,UI/UX Designer,pvt_company,113497,private,50
0,MBA,Marketing,Male,QA Tester,pvt_company,54470,private,21
24,B.Tech,Support,Female,QA Tester,govt_company,81196,government,49
28,B.Tech,Operations,Male,Project Manager,mnc,214830,private,56
10,B.Tech,Support,Female,Database Admin,pvt_company,112280,private,31
18,MBA,Marketing,Female,ML Engineer,mnc,117515,private,40
11,B.Tech,Sales,Female,DevOps Engineer,pvt_company,72819,private,36
37,B.Sc,Operations,Male,Business Analyst,mnc,113786,private,59
29,Diploma,IT,Female,Product Manager,pvt_company,142253,private,52
21,B.Tech,Support,Female,Software Developer,pvt_company,107828,private,42
9,B.Sc,IT,Male,HR Manager,mnc,111408,private,32
12,B.Tech,R&D,Male,ML Engineer,pvt_company,100959,private,36
24,M.Tech,Finance,Female,UI/UX Designer,govt_company,76354,government,46
22,MBA,Operations,Male,QA Tester,pvt_company,80996,private,46
4,M.Tech,Operations,Male,Software Developer,pvt_company,94323,private,28
31,B.Sc,Operations,Female,QA Tester,pvt_company,98345,private,54
0,B.Tech,Sales,Male,System Engineer,govt_company,48504,government,26
30,B.Tech,IT,Male,Database Admin,mnc,161486,private,54
13,MBA,Support,Female,System Engineer,pvt_company,111873,private,40
2,B.Tech,IT,Male,HR Manager,pvt_company,94980,private,29
0,MBA,IT,Male,Software Developer,pvt_company,64322,private,23
25,M.Tech,IT,Female,Software Developer,pvt_company,112804,private,49
21,B.Sc,Sales,Male,ML Engineer,govt_company,97230,government,48
10,MBA,HR,Female,Network Engineer,govt_company,63652,government,34
16,M.Tech,IT,Male,QA Tester,mnc,80181,private,40
20,B.Tech,HR,Female,Network Engineer,mnc,106544,private,42
17,Diploma,Marketing,Female,QA Tester,mnc,105836,private,44
24,M.Tech,IT,Other,Data Analyst,consultancy,146118,private,50
14,M.Sc,IT,Female,Software Developer,consultancy,91695,private,37
14,PhD,Sales,Male,DevOps Engineer,pvt_company,98241,private,40
26,MBA,Support,Male,System Engineer,pvt_company,177305,private,49
1,B.Sc,Operations,Female,Project Manager,consultancy,91688,private,24
17,MBA,IT,Male,QA Tester,mnc,97416,private,45
21,PhD,IT,Male,System Engineer,mnc,117501,private,47
4,MBA,Marketing,Male,Network Engineer,pvt_company,71792,private,29
15,B.Tech,Marketing,Female,HR Manager,pvt_company,141954,private,37
7,B.Tech,Marketing,Female,Business Analyst,startup,78450,startup,32
28,B.Tech,R&D,Female,Data Analyst,mnc,156882,private,51
33,MBA,R&D,Male,Database Admin,startup,105496,startup,58
4,M.Sc,Operations,Male,Product Manager,pvt_company,93375,private,29
32,M.Tech,Sales,Female,Business Analyst,mnc,156661,private,59
19,M.Sc,Support,Female,DevOps Engineer,mnc,109166,private,44
30,M.Sc,Support,Male,ML Engineer,mnc,145175,private,54
0,M.Sc,Support,Female,Data Analyst,mnc,72678,private,22
30,B.Sc,HR,Male,HR Manager,pvt_company,175446,private,58
30,B.Tech,R&D,Male,Project Manager,mnc,142765,private,54
0,M.Tech,Support,Female,HR Manager,pvt_company,89287,private,24
2,B.Sc,Support,Female,QA Tester,govt_company,46520,government,27
8,B.Tech,HR,Male,QA Tester,pvt_company,59260,private,34
24,B.Sc,Finance,Female,Software Developer,mnc,147577,private,46
0,B.Sc,HR,Male,UI/UX Designer,pvt_company,63025,private,22
25,B.Tech,Sales,Male,HR Manager,mnc,213980,private,48
9,M.Sc,Finance,Female,Business Analyst,startup,15000,startup,34
14,B.Tech,IT,Female,Business Analyst,govt_company,60268,government,38
20,B.Sc,Sales,Female,Software Developer,pvt_company,152547,private,45
3,B.Tech,HR,Female,System Engineer,pvt_company,81394,private,27
33,B.Tech,R&D,Male,QA Tester,startup,124865,startup,57
13,B.Tech,R&D,Female,QA Tester,pvt_company,85772,private,36
28,B.Sc,IT,Male,DevOps Engineer,govt_company,97489,government,53
24,MBA,R&D,Other,DevOps Engineer,govt_company,92059,government,45
25,B.Tech,Operations,Male,Network Engineer,startup,129339,startup,50
28,MBA,Support,Male,Project Manager,pvt_company,212874,private,53
22,B.Sc,Operations,Female,Network Engineer,pvt_company,126571,private,47
0,M.Sc,Sales,Male,Software Developer,startup,61102,startup,23
0,B.Tech,Finance,Male,HR Manager,consultancy,91140,private,23
5,B.Sc,Marketing,Male,Network Engineer,consultancy,65828,private,33
33,MBA,Marketing,Male,Database Admin,pvt_company,180146,private,58
24,MBA,Sales,Female,Software Developer,mnc,141068,private,45
6,MBA,IT,Female,Network Engineer,pvt_company,95114,private,28
13,M.Tech,R&D,Other,Business Analyst,startup,106730,startup,33
0,M.Tech,Sales,Female,Project Manager,consultancy,94026,private,22
13,M.Sc,Operations,Female,HR Manager,pvt_company,133311,private,38
14,B.Sc,Sales,Male,UI/UX Designer,startup,91726,startup,39
0,Diploma,Support,Female,Data Analyst,pvt_company,79466,private,26
27,B.Tech,Support,Female,Network Engineer,startup,92180,startup,49
0,M.Tech,Finance,Male,Data Analyst,pvt_company,63012,private,21
7,Unknown,Sales,Female,Product Manager,pvt_company,105881,private,29
35,M.Tech,IT,Male,Product Manager,mnc,168213,private,56
0,M.Tech,Operations,Male,System Engineer,mnc,65728,private,21
5,Diploma,Operations,Male,Product Manager,pvt_company,122750,private,31
0,Diploma,Operations,Male,Network Engineer,pvt_company,74029,private,26
10,M.Tech,Sales,Other,DevOps Engineer,pvt_company,87332,private,34
2,B.Tech,Operations,Female,UI/UX Designer,pvt_company,65669,private,25
25,MBA,Marketing,Male,ML Engineer,pvt_company,125963,private,47
7,MBA,R&D,Male,Software Developer,startup,22335,startup,31
17,MBA,Finance,Male,System Engineer,consultancy,110080,private,41
11,B.Sc,Finance,Female,Business Analyst,consultancy,76989,private,38
35,B.Sc,Sales,Female,Software Developer,mnc,165744,private,57
31,MBA,Sales,Female,QA Tester,pvt_company,114723,private,54
17,B.Tech,Operations,Male,Database Admin,govt_company,87349,government,43
29,B.Sc,HR,Female,QA Tester,mnc,108727,private,53
25,B.Tech,R&D,Female,UI/UX Designer,pvt_company,73992,private,51
9,B.Tech,Sales,Other,Database Admin,consultancy,102320,private,33
16,M.Tech,Support,Female,Database Admin,pvt_company,129170,private,42
0,Diploma,IT,Female,QA Tester,govt_company,32651,government,22
4,M.Tech,HR,Male,Network Engineer,govt_company,61702,government,27
22,MBA,Operations,Male,UI/UX Designer,startup,88479,startup,45
13,M.Tech,IT,Other,Product Manager,pvt_company,137242,private,41
1,M.Tech,Operations,Male,ML Engineer,pvt_company,69418,private,22
32,MBA,HR,Female,Business Analyst,pvt_company,86324,private,58
14,B.Tech,R&D,Male,Software Developer,startup,101195,startup,39
18,B.Tech,IT,Male,Network Engineer,mnc,139759,private,45
21,B.Tech,Support,Male,Project Manager,mnc,159781,private,43
17,Unknown,Operations,Male,System Engineer,pvt_company,118078,private,39
10,B.Tech,Operations,Male,Data Analyst,mnc,108095,private,32
23,B.Tech,R&D,Female,ML Engineer,startup,102769,startup,45
4,M.Tech,HR,Male,QA Tester,pvt_company,61031,private,29
30,B.Tech,Finance,Female,Database Admin,mnc,143157,private,56
2,B.Tech,IT,Male,QA Tester,startup,27070,startup,24
27,B.Tech,Support,Female,DevOps Engineer,govt_company,89110,government,53
2,B.Sc,R&D,Male,ML Engineer,pvt_company,67040,private,29
2,B.Tech,Support,Female,Software Developer,mnc,80941,private,23
28,B.Sc,Support,Other,Data Analyst,govt_company,102504,government,50
1,M.Tech,IT,Male,UI/UX Designer,startup,56629,startup,24
10,B.Tech,Finance,Female,Project Manager,consultancy,111632,private,32
0,B.Sc,IT,Female,HR Manager,govt_company,68966,government,25
28,MBA,Sales,Male,DevOps Engineer,mnc,133216,private,52
7,MBA,IT,Female,UI/UX Designer,mnc,92382,private,33
38,B.Tech,Marketing,Male,Software Developer,pvt_company,185955,private,59
25,M.Sc,Support,Female,Project Manager,startup,124334,startup,48
0,B.Sc,Support,Male,Software Developer,mnc,78055,private,25
13,B.Tech,R&D,Male,Business Analyst,mnc,80598,private,36
33,M.Tech,Operations,Male,Database Admin,govt_company,138349,government,58
10,Diploma,HR,Male,Business Analyst,startup,27757,startup,38
8,M.Sc,Finance,Male,Software Developer,mnc,104717,private,34
2,MBA,Sales,Female,Database Admin,pvt_company,79348,private,22
34,B.Tech,R&D,Male,QA Tester,pvt_company,110566,private,59
15,B.Tech,Marketing,Male,System Engineer,govt_company,95840,government,42
4,B.Tech,R&D,Female,UI/UX Designer,consultancy,56592,private,31
14,B.Tech,Sales,Male,HR Manager,pvt_company,131765,private,41
3,MBA,R&D,Male,Network Engineer,govt_company,60033,government,26
0,M.Sc,HR,Female,DevOps Engineer,pvt_company,67300,private,24
25,M.Sc,Finance,Male,System Engineer,pvt_company,145725,private,50
21,MBA,HR,Female,Network Engineer,consultancy,123483,private,45
25,B.Sc,Operations,Male,System Engineer,startup,76968,startup,52
0,M.Sc,Marketing,Male,Database Admin,pvt_company,71671,private,21
6,M.Tech,IT,Other,UI/UX Designer,govt_company,51078,government,33
4,B.Sc,Marketing,Female,UI/UX Designer,pvt_company,69352,private,24
25,M.Tech,Support,Male,Network Engineer,govt_company,91622,government,49
10,MBA,HR,Female,Network Engineer,pvt_company,91252,private,33
13,B.Sc,Operations,Female,DevOps Engineer,consultancy,88424,private,37
13,B.Sc,Marketing,Male,Database Admin,mnc,141379,private,34
13,B.Sc,IT,Female,Network Engineer,mnc,120669,private,36
18,B.Sc,HR,Female,ML Engineer,mnc,120711,private,43
34,MBA,Marketing,Female,DevOps Engineer,consultancy,153811,private,58
6,MBA,Support,Male,Data Analyst,pvt_company,96710,private,31
19,M.Tech,HR,Male,Database Admin,govt_company,78165,government,46
35,B.Tech,HR,Female,DevOps Engineer,pvt_company,195304,private,57
15,MBA,HR,Male,Software Developer,mnc,91939,private,39
0,B.Tech,R&D,Female,HR Manager,pvt_company,111955,private,28
24,B.Tech,R&D,Other,ML Engineer,consultancy,118754,private,47
25,B.Sc,Operations,Male,ML Engineer,mnc,144668,private,52
10,MBA,IT,Other,Product Manager,mnc,148342,private,32
18,M.Tech,Finance,Female,Business Analyst,mnc,83247,private,41
19,B.Tech,Support,Male,HR Manager,startup,170643,startup,46
7,B.Tech,R&D,Male,UI/UX Designer,startup,71527,startup,31
26,B.Tech,R&D,Female,Network Engineer,govt_company,92881,government,48
2,M.Sc,Marketing,Female,Software Developer,startup,71014,startup,28
19,B.Tech,Finance,Female,Network Engineer,govt_company,90086,government,47
10,M.Sc,Support,Female,Project Manager,govt_company,78283,government,35
16,B.Sc,Sales,Male,Business Analyst,consultancy,105318,private,40
8,B.Sc,IT,Male,Data Analyst,pvt_company,82987,private,29
36,B.Sc,Support,Female,System Engineer,startup,214317,startup,59
8,B.Tech,IT,Male,Business Analyst,govt_company,50666,government,30
13,PhD,Support,Male,HR Manager,pvt_company,126196,private,39
10,B.Tech,Operations,Female,Project Manager,mnc,114995,private,35
21,MBA,HR,Male,Product Manager,startup,154833,startup,46
25,B.Sc,Finance,Other,System Engineer,pvt_company,149368,private,51
21,B.Tech,Marketing,Female,Product Manager,mnc,224824,private,44
31,MBA,Operations,Female,Business Analyst,consultancy,135072,private,58
29,M.Sc,Support,Male,Business Analyst,pvt_company,112500,private,54
27,M.Tech,Support,Female,ML Engineer,govt_company,122442,government,54
28,Diploma,Support,Male,UI/UX Designer,startup,161966,startup,53
9,Unknown,Marketing,Male,QA Tester,startup,146727,startup,33
10,B.Sc,Marketing,Male,Database Admin,govt_company,71707,government,33
25,M.Tech,Marketing,Female,UI/UX Designer,mnc,109711,private,46
2,PhD,HR,Female,Data Analyst,consultancy,76171,private,24
22,B.Tech,Finance,Female,Data Analyst,pvt_company,148684,private,47
31,M.Sc,Sales,Female,UI/UX Designer,govt_company,68301,government,55
0,B.Sc,Sales,Female,Product Manager,pvt_company,85494,private,21
30,B.Tech,Support,Female,Network Engineer,pvt_company,135136,private,52
19,B.Tech,R&D,Female,Project Manager,mnc,150775,private,43
11,B.Sc,Sales,Male,Business Analyst,startup,15000,startup,34
33,B.Sc,R&D,Male,Database Admin,govt_company,135202,government,56
26,B.Sc,Marketing,Female,Database Admin,govt_company,107068,government,54
26,MBA,Sales,Female,Product Manager,startup,67076,startup,49
27,B.Sc,Support,Male,ML Engineer,startup,86835,startup,49
10,B.Sc,Finance,Male,System Engineer,govt_company,64644,government,34
14,PhD,Sales,Male,HR Manager,pvt_company,125070,private,37
3,B.Tech,Support,Male,UI/UX Designer,govt_company,51319,government,26
0,M.Tech,Support,Male,Network Engineer,mnc,69000,private,24
15,B.Sc,HR,Female,Network Engineer,consultancy,100864,private,39
8,M.Tech,Operations,Female,DevOps Engineer,govt_company,63841,government,32
26,B.Sc,Finance,Female,Product Manager,pvt_company,168169,private,47
15,B.Tech,Operations,Male,QA Tester,pvt_company,69546,private,39
26,B.Sc,Finance,Female,Network Engineer,pvt_company,131373,private,49
15,MBA,Operations,Male,UI/UX Designer,pvt_company,97886,private,39
8,B.Sc,Finance,Female,Data Analyst,govt_company,72715,government,32
37,B.Tech,HR,Male,UI/UX Designer,startup,189396,startup,59
15,B.Sc,Marketing,Female,Software Developer,mnc,117378,private,41
28,B.Sc,Finance,Male,Project Manager,govt_company,108750,government,54
0,MBA,Finance,Female,Project Manager,consultancy,74093,private,22
29,M.Sc,R&D,Male,Network Engineer,startup,130245,startup,50
15,M.Sc,Marketing,Female,Database Admin,govt_company,78704,government,38
29,B.Tech,Support,Male,System Engineer,consultancy,153529,private,57
23,B.Tech,R&D,Male,UI/UX Designer,mnc,90656,private,46
